t,wHeld,nudge,setL,setR,rpsL,rpsR,uFFL,uFFR,uPIDL,uPIDR,outL,outR
25.516,0,-0.102,0.102,-0.102,0.362,-0.362,0.1434,-0.1434,-0.1540,0.5168,-0.0106,0.0243
25.536,0,-0.099,0.099,-0.099,0.291,-0.291,0.1429,-0.1429,0.0633,-0.0634,0.0894,-0.0757
25.556,0,-0.097,0.097,-0.097,0.218,-0.218,0.1423,-0.1423,0.1105,-0.1105,0.1894,-0.1757
25.576,0,-0.095,0.095,-0.095,0.363,-0.218,0.1418,-0.1418,-0.5234,0.0737,0.0894,-0.0757
25.596,0,-0.093,0.093,-0.093,0.580,-0.435,0.1413,-0.1413,-0.8368,0.7498,-0.0106,0.0243
25.616,0,-0.091,0.091,-0.091,0.508,-0.290,0.1408,-0.1408,-0.0688,-0.2431,0.0721,-0.0757
25.636,0,-0.089,0.089,-0.089,0.363,-0.145,0.1404,-0.1404,0.1981,-0.3288,0.1721,-0.1757
25.656,0,-0.087,0.087,-0.087,0.362,-0.290,0.1399,-0.1399,-0.1647,0.4841,0.0721,-0.0757
25.676,0,-0.085,0.085,-0.085,0.508,-0.508,0.1394,-0.1394,-0.6187,0.7999,-0.0279,0.0243
25.696,0,-0.083,0.083,-0.083,0.435,-0.435,0.1390,-0.1390,-0.0294,0.0294,0.0721,-0.0757
25.716,0,-0.081,0.081,-0.081,0.363,-0.290,0.1386,-0.1386,0.0123,-0.2372,0.1508,-0.1757
25.736,0,-0.079,0.079,-0.079,0.435,-0.363,0.1381,-0.1381,-0.3951,0.3516,0.0508,-0.0757
25.756,0,-0.077,0.077,-0.077,0.580,-0.435,0.1377,-0.1377,-0.6649,0.3965,-0.0492,0.0243
25.776,0,-0.075,0.075,-0.075,0.435,-0.435,0.1373,-0.1373,0.1473,0.2155,0.0508,0.0781
25.796,0,-0.074,0.074,-0.074,0.218,-0.218,0.1369,-0.1369,0.4574,-0.4574,0.1508,-0.0219
25.816,0,-0.072,0.072,-0.072,0.363,-0.145,0.1365,-0.1365,-0.5373,-0.1374,0.0508,-0.1219
25.836,0,-0.070,0.070,-0.070,0.363,-0.145,0.1362,-0.1362,-0.1754,0.0449,-0.0392,-0.0913
25.856,0,-0.069,0.069,-0.069,0.290,-0.290,0.1358,-0.1358,0.0485,0.4956,0.0608,0.0087
25.876,0,-0.067,0.067,-0.067,0.145,-0.290,0.1354,-0.1354,0.3160,0.1338,0.1608,-0.0017
25.896,0,-0.066,0.066,-0.066,0.218,-0.290,0.1351,-0.1351,-0.2727,0.1348,0.0608,-0.0002
25.916,0,-0.064,0.064,-0.064,0.363,-0.145,0.1347,-0.1347,-0.5420,-0.3141,-0.0392,-0.1002
25.936,0,-0.063,0.063,-0.063,0.218,-0.073,0.1344,-0.1344,0.2701,-0.1755,0.0608,-0.2002
25.956,0,-0.061,0.061,-0.061,0.072,-0.217,0.1341,-0.1341,0.3561,0.4556,0.1608,-0.1002
25.976,0,-0.060,0.060,-0.060,0.215,-0.502,0.1338,-0.1338,-0.4505,0.9784,0.0608,-0.0002
25.996,0,-0.058,0.058,-0.058,0.294,-0.367,0.1334,-0.1334,-0.3373,-0.1528,-0.0392,-0.1002
26.016,0,-0.057,0.057,-0.057,0.290,-0.290,0.1331,-0.1331,-0.1309,-0.0526,0.0022,-0.1857
26.036,0,-0.056,0.056,-0.056,0.218,-0.435,0.1328,-0.1328,0.0843,0.5904,0.1022,-0.0857
26.056,0,-0.055,0.055,-0.055,0.145,-0.580,0.1325,-0.1325,0.1270,0.6784,0.2022,0.0143
26.076,0,-0.053,0.053,-0.053,0.290,-0.435,0.1323,-0.1323,-0.5048,-0.1338,0.1022,-0.0857
26.096,0,-0.052,0.052,-0.052,0.363,-0.363,0.1320,-0.1320,-0.3678,0.0051,0.0022,-0.1269
26.116,0,-0.051,0.051,-0.051,0.290,-0.435,0.1317,-0.1317,0.0377,0.4121,0.1022,-0.0269
26.136,0,-0.050,0.050,-0.050,0.218,-0.508,0.1314,-0.1314,0.0806,0.4563,0.2022,0.0731
26.156,0,-0.049,0.049,-0.049,0.363,-0.435,0.1312,-0.1312,-0.5512,0.0506,0.1022,-0.0269
26.176,0,-0.047,0.047,-0.047,0.435,-0.290,0.1309,-0.1309,-0.4139,-0.2172,0.0022,-0.1269
26.196,0,-0.046,0.046,-0.046,0.363,-0.218,0.1307,-0.1307,-0.0085,-0.0786,0.1022,-0.2092
26.216,0,-0.045,0.045,-0.045,0.363,-0.435,0.1304,-0.1304,-0.1906,0.7783,0.0022,-0.1092
26.236,0,-0.044,0.044,-0.044,0.363,-0.508,0.1302,-0.1302,-0.1908,0.4591,-0.0607,-0.0092
26.256,0,-0.043,0.043,-0.043,0.290,-0.508,0.1300,-0.1300,0.0330,0.2791,0.0393,0.0908
26.276,0,-0.042,0.042,-0.042,0.145,-0.363,0.1297,-0.1297,0.3012,-0.1707,0.1393,-0.0092
26.296,0,-0.041,0.041,-0.041,0.218,-0.218,0.1295,-0.1295,-0.2873,-0.2567,0.0393,-0.1092
26.316,0,-0.040,0.040,-0.040,0.363,-0.218,0.1293,-0.1293,-0.5558,0.1061,-0.0607,-0.0232
26.336,0,-0.039,0.039,-0.039,0.218,-0.290,0.1291,-0.1291,0.2556,0.3319,0.0393,0.0768
26.356,0,-0.039,0.039,-0.039,0.072,-0.215,0.1289,-0.1289,0.3451,-0.0824,0.1393,-0.0232
26.376,0,-0.038,0.038,-0.038,0.073,-0.073,0.1287,-0.1287,-0.0261,-0.3321,0.1026,-0.1232
26.396,0,-0.037,0.037,-0.037,0.145,-0.072,0.1285,-0.1285,-0.2437,0.0190,0.0026,-0.1095
26.416,0,-0.036,0.036,-0.036,0.218,-0.218,0.1283,-0.1283,-0.2906,0.4718,-0.0974,-0.0095
26.436,0,-0.035,0.035,-0.035,0.073,-0.218,0.1281,-0.1281,0.3401,0.1100,0.0026,-0.0181
26.456,0,-0.034,0.034,-0.034,0.000,-0.073,0.1279,-0.1279,0.2021,-0.3402,0.1026,-0.1181
26.476,0,-0.034,0.034,-0.034,0.000,-0.073,0.1277,-0.1277,0.0201,0.0233,0.1478,-0.1044
26.496,0,-0.033,0.033,-0.033,0.145,-0.218,0.1275,-0.1275,-0.4301,0.4738,0.0478,-0.0044
26.516,0,-0.032,0.032,-0.032,0.290,-0.218,0.1274,-0.1274,-0.5175,0.1113,-0.0522,-0.0161
26.536,0,-0.031,0.031,-0.031,0.145,-0.145,0.1272,-0.1272,0.2944,-0.1130,0.0478,-0.1161
26.556,0,-0.031,0.031,-0.031,0.073,-0.073,0.1270,-0.1270,0.1562,-0.1562,0.1478,-0.2161
26.576,0,-0.030,0.030,-0.030,0.073,-0.218,0.1269,-0.1269,-0.0256,0.4753,0.1013,-0.1161
26.596,0,-0.029,0.029,-0.029,0.072,-0.362,0.1267,-0.1267,-0.0253,0.5593,0.1014,-0.0161
26.616,0,-0.029,0.029,-0.029,0.146,-0.291,0.1266,-0.1266,-0.2534,-0.0184,0.0014,-0.1161
26.636,0,-0.028,0.028,-0.028,0.073,-0.290,0.1264,-0.1264,0.1559,0.1547,0.1014,-0.0161
26.656,0,-0.027,0.027,-0.027,0.000,-0.290,0.1263,-0.1263,0.1977,0.1563,0.2014,0.0300
26.676,0,-0.027,0.027,-0.027,0.217,-0.290,0.1261,-0.1261,-0.6576,0.1581,0.1014,0.0319
26.696,0,-0.026,0.026,-0.026,0.291,-0.218,0.1260,-0.1260,-0.3441,-0.0627,0.0014,-0.0681
26.716,0,-0.025,0.025,-0.025,0.290,-0.145,0.1258,-0.1258,-0.1559,-0.1118,-0.0300,-0.1681
26.736,0,-0.025,0.025,-0.025,0.145,-0.145,0.1257,-0.1257,0.2904,0.0722,0.0700,-0.0681
26.756,0,-0.024,0.024,-0.024,0.073,-0.363,0.1256,-0.1256,0.1524,0.7472,0.1700,0.0319
26.776,0,-0.024,0.024,-0.024,0.145,-0.363,0.1255,-0.1255,-0.2542,0.2035,0.0700,0.0780
26.796,0,-0.023,0.023,-0.023,0.290,-0.072,0.1253,-0.1253,-0.5220,-0.6961,-0.0300,-0.0220
26.816,0,-0.023,0.023,-0.023,0.287,0.000,0.1252,-0.1252,-0.1527,-0.1948,-0.0274,-0.1220
26.836,0,-0.022,0.022,-0.022,0.073,-0.073,0.1251,-0.1251,0.5046,0.2140,0.0726,-0.0220
26.856,0,-0.022,0.022,-0.022,0.000,-0.144,0.1250,-0.1250,0.1963,0.2486,0.1726,0.0780
26.876,0,-0.021,0.021,-0.021,0.073,-0.073,0.1249,-0.1249,-0.2147,-0.1441,0.0726,-0.0220
26.896,0,-0.021,0.021,-0.021,0.144,0.000,0.1248,-0.1248,-0.2496,-0.1957,-0.0274,-0.1220
26.916,0,-0.020,0.020,-0.020,0.073,-0.073,0.1246,-0.1246,0.1441,0.2150,0.0726,-0.0220
26.936,0,-0.020,0.020,-0.020,0.000,-0.072,0.1245,-0.1245,0.1950,0.0297,0.1726,-0.0949
26.956,0,-0.019,0.019,-0.019,0.145,-0.072,0.1244,-0.1244,-0.4370,0.0315,0.0726,-0.0929
26.976,0,-0.019,0.019,-0.019,0.216,-0.144,0.1243,-0.1243,-0.2971,0.2545,-0.0274,0.0071
26.996,0,-0.018,0.018,-0.018,0.073,-0.147,0.1242,-0.1242,0.3242,0.0832,0.0726,-0.0411
27.016,0,-0.018,0.018,-0.018,0.073,-0.072,0.1241,-0.1241,-0.0307,-0.1525,0.0934,-0.1411
27.036,0,-0.018,0.018,-0.018,0.145,-0.145,0.1240,-0.1240,-0.2584,0.2585,-0.0066,-0.0411
27.056,0,-0.017,0.017,-0.017,0.145,-0.218,0.1239,-0.1239,-0.0763,0.3010,0.0477,0.0589
27.076,0,-0.017,0.017,-0.017,0.073,-0.073,0.1239,-0.1239,0.1478,-0.3290,0.1477,-0.0411
27.096,0,-0.016,0.016,-0.016,0.145,0.000,0.1238,-0.1238,-0.2586,-0.1912,0.0477,-0.1411
27.116,0,-0.016,0.016,-0.016,0.144,-0.072,0.1237,-0.1237,-0.0754,0.2143,0.0483,-0.0411
27.136,0,-0.016,0.016,-0.016,0.073,-0.073,0.1236,-0.1236,0.1445,0.0360,0.1483,-0.0876
27.156,0,-0.015,0.015,-0.015,0.145,-0.073,0.1235,-0.1235,-0.2584,0.0335,0.0483,-0.0900
27.176,0,-0.015,0.015,-0.015,0.145,-0.073,0.1234,-0.1234,-0.0781,0.0346,0.0453,-0.0889
27.196,0,-0.015,0.015,-0.015,0.145,-0.073,0.1234,-0.1234,-0.0782,0.0347,0.0452,-0.0886
27.216,0,-0.014,0.014,-0.014,0.000,-0.145,0.1233,-0.1233,0.3712,0.2599,0.1452,0.0114
