t,wHeld,nudge,setL,setR,rpsL,rpsR,uFFL,uFFR,uPIDL,uPIDR,outL,outR
63.092,0,-0.160,0.160,-0.160,0.144,-0.431,0.1567,-0.1567,0.0126,0.5161,0.1694,-0.0579
63.112,0,-0.156,0.156,-0.156,0.293,-0.440,0.1559,-0.1559,-0.4559,0.1915,0.0694,0.0356
63.132,0,-0.152,0.152,-0.152,0.290,-0.435,0.1550,-0.1550,-0.0752,0.1587,0.0798,0.0037
63.152,0,-0.149,0.149,-0.149,0.290,-0.218,0.1542,-0.1542,-0.0848,-0.5029,0.0694,-0.0963
63.172,0,-0.145,0.145,-0.145,0.363,-0.290,0.1535,-0.1535,-0.3119,0.2684,-0.0306,0.0037
63.192,0,-0.142,0.142,-0.142,0.363,-0.218,0.1527,-0.1527,-0.1317,-0.1365,0.0210,-0.0963
63.212,0,-0.139,0.139,-0.139,0.218,-0.290,0.1520,-0.1520,0.3150,0.2725,0.1210,0.0037
63.232,0,-0.136,0.136,-0.136,0.218,-0.290,0.1512,-0.1512,-0.0490,0.0925,0.1022,-0.0588
63.252,0,-0.133,0.133,-0.133,0.363,-0.218,0.1505,-0.1505,-0.5008,-0.1303,0.0022,-0.1588
63.272,0,-0.716,0.193,-0.193,0.217,-0.289,0.1643,-0.1643,0.3503,0.2365,0.1022,-0.0588
63.292,0,-0.700,0.253,-0.253,0.291,-0.364,0.1781,-0.1781,-0.2091,0.2541,0.0022,0.0412
63.312,0,-0.684,0.313,-0.313,0.290,-0.290,0.1919,-0.1919,0.0162,-0.1983,0.1022,-0.0588
63.332,0,-0.668,0.373,-0.373,0.290,-0.218,0.2057,-0.2057,0.0490,-0.2738,0.2022,-0.1588
63.352,0,-0.653,0.433,-0.433,0.435,-0.363,0.2195,-0.2195,-0.3638,0.3203,0.1022,-0.0588
63.372,0,-0.638,0.493,-0.493,0.435,-0.435,0.2333,-0.2333,0.0340,0.1474,0.2022,-0.0859
63.392,0,-0.623,0.553,-0.553,0.508,-0.363,0.2471,-0.2471,-0.1538,-0.2959,0.1022,-0.1859
63.412,0,-0.609,0.609,-0.609,0.508,-0.435,0.2601,-0.2601,0.0601,0.0776,0.2022,-0.1825
63.432,0,-0.595,0.595,-0.595,0.580,-0.580,0.2569,-0.2569,-0.1706,0.3520,0.1022,-0.0825
63.452,0,-0.581,0.581,-0.581,0.726,-0.581,0.2537,-0.2537,-0.4522,0.0020,0.0022,-0.1825
63.473,0,-0.568,0.568,-0.568,0.571,-0.713,0.2507,-0.2507,0.3871,0.4182,0.1022,-0.0825
63.492,0,-0.555,0.555,-0.555,0.657,-0.730,0.2477,-0.2477,-0.2767,0.1462,0.0022,-0.1015
63.512,0,-0.543,0.543,-0.543,0.508,-0.798,0.2448,-0.2448,0.3937,0.3235,0.1022,-0.0015
63.532,0,-0.530,0.530,-0.530,0.512,-0.732,0.2419,-0.2419,-0.0004,-0.0444,0.2022,-0.1015
63.552,0,-0.518,0.518,-0.518,0.575,-0.719,0.2392,-0.2392,-0.1926,0.0895,0.1022,-0.1496
63.572,0,-0.506,0.506,-0.506,0.650,-0.794,0.2364,-0.2364,-0.2728,0.3609,0.0022,-0.0496
63.592,0,-0.495,0.495,-0.495,0.589,-0.737,0.2338,-0.2338,0.0951,0.0006,0.1022,-0.1496
63.612,0,-0.483,0.483,-0.483,0.653,-0.870,0.2312,-0.2312,-0.2604,0.5668,0.0022,-0.0496
63.632,0,-0.472,0.472,-0.472,0.508,-0.871,0.2286,-0.2286,0.3410,0.2396,0.1022,0.0109
63.652,0,-0.462,0.462,-0.462,0.580,-0.725,0.2262,-0.2262,-0.2523,-0.2049,0.0022,-0.0891
63.672,0,-0.451,0.451,-0.451,0.507,-0.797,0.2237,-0.2237,0.1488,0.3868,0.1022,0.0109
63.692,0,-0.441,0.441,-0.441,0.436,-0.654,0.2214,-0.2214,0.1820,-0.2310,0.2022,-0.0891
63.712,0,-0.431,0.431,-0.431,0.508,-0.653,0.2190,-0.2190,-0.2266,0.1317,0.1022,-0.0873
63.732,0,-0.421,0.421,-0.421,0.435,-0.580,0.2168,-0.2168,0.1728,-0.0860,0.2022,-0.1873
63.752,0,-0.997,0.481,-0.481,0.579,-0.651,0.2306,-0.2306,-0.4169,0.2786,0.1022,-0.0873
63.772,0,-0.975,0.541,-0.541,0.510,-0.655,0.2444,-0.2444,0.1911,0.0793,0.2022,-0.1650
63.792,0,-0.952,0.601,-0.601,0.580,-0.725,0.2582,-0.2582,-0.1638,0.2492,0.1022,-0.0650
63.812,0,-0.931,0.661,-0.661,0.572,-0.644,0.2720,-0.2720,0.0725,-0.2132,0.2022,-0.1650
63.832,0,-1.173,0.721,-0.721,0.655,-0.655,0.2858,-0.2858,-0.1679,-0.0110,0.1179,-0.2650
63.852,0,-1.146,0.781,-0.781,0.660,-0.807,0.2996,-0.2996,0.0600,0.3947,0.2179,-0.1650
63.872,0,-1.120,0.841,-0.841,0.725,-0.798,0.3134,-0.3134,-0.0940,-0.0479,0.2194,-0.2650
63.892,0,-1.094,0.901,-0.901,0.725,-0.943,0.3272,-0.3272,0.1061,0.3870,0.3194,-0.1650
63.912,0,-1.069,0.961,-0.961,0.871,-1.016,0.3410,-0.3410,-0.3105,0.2164,0.2194,-0.1245
63.932,0,-1.173,1.021,-1.021,1.012,-1.012,0.3548,-0.3548,-0.3476,-0.0151,0.1194,-0.2245
63.952,0,-1.146,1.081,-1.081,1.019,-1.092,0.3686,-0.3686,0.0191,0.2065,0.2194,-0.1621
63.972,0,-1.120,1.120,-1.120,1.015,-1.160,0.3775,-0.3775,0.0729,0.1947,0.3194,-0.1828
63.992,0,-1.173,1.173,-1.173,1.078,-1.222,0.3897,-0.3897,-0.1017,0.1849,0.2880,-0.2048
64.013,0,-1.146,1.146,-1.146,1.216,-1.288,0.3835,-0.3835,-0.3871,0.2493,0.1880,-0.1343
64.033,0,-1.120,1.120,-1.120,1.234,-1.380,0.3775,-0.3775,-0.1141,0.3856,0.2634,-0.0343
64.053,0,-1.094,1.094,-1.094,1.308,-1.308,0.3716,-0.3716,-0.3136,-0.0496,0.1634,-0.1343
64.072,0,-1.173,1.154,-1.154,1.316,-1.316,0.3854,-0.3854,-0.1172,0.1173,0.2634,-0.2343
64.092,0,-1.146,1.146,-1.146,1.314,-1.314,0.3835,-0.3835,-0.0946,0.0945,0.2889,-0.2891
64.112,0,-1.120,1.120,-1.120,1.460,-1.533,0.3775,-0.3775,-0.5700,0.7963,0.1889,-0.1891
64.132,0,-1.094,1.094,-1.094,1.451,-1.669,0.3716,-0.3716,-0.1914,0.6834,0.1803,-0.0891
64.152,0,-1.069,1.069,-1.069,1.378,-1.741,0.3659,-0.3659,-0.0036,0.5842,0.2803,0.0109
64.173,0,-1.173,1.129,-1.129,1.528,-1.598,0.3797,-0.3797,-0.6146,-0.0771,0.1803,-0.0891
64.193,0,-1.146,1.146,-1.146,1.472,-1.545,0.3835,-0.3835,-0.0536,0.1081,0.2803,-0.1891
64.213,0,-1.120,1.120,-1.120,1.457,-1.530,0.3775,-0.3775,-0.1670,0.2090,0.2105,-0.1685
64.232,0,-1.094,1.094,-1.094,1.544,-1.618,0.3716,-0.3716,-0.4882,0.5340,0.1105,-0.0685
64.252,0,-1.173,1.154,-1.154,1.520,-1.593,0.3854,-0.3854,-0.1594,0.1998,0.2105,-0.1685
64.272,0,-1.146,1.146,-1.146,1.458,-1.604,0.3835,-0.3835,-0.0312,0.3020,0.3105,-0.0815
64.292,0,-1.120,1.120,-1.120,1.527,-1.600,0.3775,-0.3775,-0.4173,0.2786,0.2105,-0.0989
64.312,0,-1.094,1.094,-1.094,1.534,-1.607,0.3716,-0.3716,-0.2823,0.3270,0.1105,-0.0446
64.332,0,-1.173,1.154,-1.154,1.508,-1.579,0.3854,-0.3854,-0.1455,0.1854,0.2105,-0.1446
64.352,0,-1.146,1.146,-1.146,1.466,-1.539,0.3835,-0.3835,-0.0883,0.1360,0.2953,-0.2446
64.372,0,-1.120,1.120,-1.120,1.596,-1.596,0.3775,-0.3775,-0.6099,0.4265,0.1953,-0.1446
64.392,0,-1.094,1.094,-1.094,1.523,-1.668,0.3716,-0.3716,-0.0760,0.5258,0.2953,-0.0446
64.413,0,-1.069,1.069,-1.069,1.615,-1.755,0.3659,-0.3659,-0.5558,0.6285,0.1953,0.0554
64.433,0,-1.173,1.129,-1.129,1.607,-1.534,0.3797,-0.3797,-0.2675,-0.3101,0.1122,-0.0446
64.453,0,-1.146,1.146,-1.146,1.611,-1.391,0.3835,-0.3835,-0.2885,-0.2097,0.0951,-0.1446
64.472,0,-1.120,1.120,-1.120,1.460,-1.387,0.3775,-0.3775,0.1736,0.1490,0.1951,-0.2285
64.492,0,-1.094,1.094,-1.094,1.389,-1.462,0.3716,-0.3716,-0.0001,0.4093,0.2951,-0.1285
64.512,0,-1.173,1.154,-1.154,1.450,-1.450,0.3854,-0.3854,-0.3315,0.1488,0.1951,-0.2285
64.532,0,-1.146,1.146,-1.146,1.457,-1.530,0.3835,-0.3835,-0.2037,0.4295,0.1799,-0.1285
64.552,0,-1.120,1.120,-1.120,1.450,-1.450,0.3775,-0.3775,-0.1817,-0.0007,0.1958,-0.2285
64.573,0,-1.094,1.094,-1.094,1.410,-1.410,0.3716,-0.3716,-0.0894,0.0898,0.2823,-0.2819
64.593,0,-1.173,1.154,-1.154,1.423,-1.423,0.3854,-0.3854,-0.1928,0.1924,0.1927,-0.1930
64.612,0,-1.146,1.146,-1.146,1.432,-1.658,0.3835,-0.3835,-0.1940,0.8949,0.1896,-0.0930
64.632,0,-1.120,1.120,-1.120,1.394,-1.540,0.3775,-0.3775,-0.0690,-0.0412,0.2896,-0.1930
64.652,0,-1.094,1.094,-1.094,1.451,-1.451,0.3716,-0.3716,-0.3568,-0.0102,0.1896,-0.2930
64.674,0,-1.173,1.154,-1.154,1.413,-1.615,0.3854,-0.3854,-0.0621,0.6884,0.2896,-0.1930
64.693,0,-1.146,1.146,-1.146,1.464,-1.618,0.3835,-0.3835,-0.3181,0.2909,0.1896,-0.0930
64.712,0,-1.120,1.120,-1.120,1.399,-1.694,0.3775,-0.3775,-0.0059,0.5337,0.2896,0.0070
64.732,0,-1.094,1.094,-1.094,1.457,-1.530,0.3716,-0.3716,-0.3630,-0.1475,0.1896,-0.0930
64.752,0,-1.173,1.154,-1.154,1.507,-1.435,0.3854,-0.3854,-0.3362,-0.0685,0.0896,-0.1930
64.773,0,-1.146,1.146,-1.146,1.429,-1.500,0.3835,-0.3835,0.0268,0.3739,0.1896,-0.0930
64.792,0,-1.120,1.120,-1.120,1.414,-1.563,0.3775,-0.3775,-0.1417,0.4248,0.2358,0.0070
64.812,0,-1.094,1.094,-1.094,1.372,-1.516,0.3716,-0.3716,-0.0601,0.1360,0.3115,-0.0930
64.832,0,-1.173,1.154,-1.154,1.438,-1.438,0.3854,-0.3854,-0.3362,-0.0253,0.2115,-0.1930
64.852,0,-1.146,1.146,-1.146,1.448,-1.448,0.3835,-0.3835,-0.2052,0.2052,0.1783,-0.1783
64.872,0,-1.120,1.120,-1.120,1.460,-1.460,0.3775,-0.3775,-0.2340,0.2341,0.1435,-0.1434
64.892,0,-1.094,1.094,-1.094,1.389,-1.389,0.3716,-0.3716,0.0007,-0.0008,0.2435,-0.2434
64.912,0,-1.069,1.069,-1.069,1.363,-1.435,0.3659,-0.3659,-0.1112,0.3337,0.2547,-0.1434
64.933,0,-1.173,1.129,-1.129,1.352,-1.494,0.3797,-0.3797,-0.1057,0.3674,0.2740,-0.0434
64.953,0,-1.146,1.146,-1.146,1.449,-1.449,0.3835,-0.3835,-0.4268,0.0711,0.1740,-0.1434
64.972,0,-1.120,1.120,-1.120,1.353,-1.353,0.3775,-0.3775,0.1018,-0.1019,0.2740,-0.2434
64.992,0,-1.094,1.094,-1.094,1.449,-1.449,0.3716,-0.3716,-0.4546,0.4546,0.1740,-0.1434
65.012,0,-1.173,1.154,-1.154,1.358,-1.430,0.3854,-0.3854,0.1046,0.1172,0.2740,-0.2434
65.033,0,-1.146,1.146,-1.146,1.431,-1.502,0.3835,-0.3835,-0.3511,0.3940,0.1740,-0.1434
65.053,0,-1.120,1.120,-1.120,1.388,-1.461,0.3775,-0.3775,-0.0548,0.1025,0.2740,-0.2434
65.073,0,-1.094,1.094,-1.094,1.384,-1.456,0.3716,-0.3716,-0.1629,0.2058,0.2087,-0.1658
65.092,0,-1.069,1.069,-1.069,1.388,-1.534,0.3659,-0.3659,-0.2013,0.4721,0.1646,-0.0658
65.112,0,-1.173,1.129,-1.129,1.382,-1.455,0.3797,-0.3797,-0.1372,-0.0025,0.2425,-0.1658
65.132,0,-1.146,1.146,-1.146,1.391,-1.465,0.3835,-0.3835,-0.1704,0.2159,0.2132,-0.1676
65.152,0,-1.120,1.120,-1.120,1.306,-1.379,0.3775,-0.3775,0.1004,-0.0588,0.3132,-0.2676
65.172,0,-1.094,1.094,-1.094,1.450,-1.450,0.3716,-0.3716,-0.5743,0.3928,0.2132,-0.1676
65.192,0,-1.173,1.154,-1.154,1.445,-1.517,0.3854,-0.3854,-0.1606,0.3847,0.2249,-0.0676
65.213,0,-1.146,1.146,-1.146,1.487,-1.557,0.3835,-0.3835,-0.3090,0.3477,0.1249,-0.0359
65.233,0,-0.533,1.086,-1.086,1.384,-1.384,0.3697,-0.3697,0.0792,-0.2560,0.2249,-0.1359
65.253,0,-0.521,1.026,-1.026,1.377,-1.377,0.3559,-0.3559,-0.1953,0.1951,0.1607,-0.1608
65.272,0,-0.509,0.966,-0.966,1.328,-1.328,0.3421,-0.3421,-0.0948,0.0948,0.2474,-0.2473
65.292,0,-0.498,0.906,-0.906,1.311,-1.311,0.3283,-0.3283,-0.2002,0.2003,0.1474,-0.1473
65.312,0,-0.486,0.846,-0.846,1.312,-1.458,0.3145,-0.3145,-0.2835,0.7352,0.0474,-0.0473
65.332,0,-0.475,0.786,-0.786,1.161,-1.378,0.3007,-0.3007,0.1541,0.1562,0.1474,-0.1445
65.352,0,-0.464,0.726,-0.726,1.160,-1.378,0.2869,-0.2869,-0.2594,0.3896,0.0474,-0.0445
65.373,0,-0.454,0.666,-0.666,1.138,-1.352,0.2731,-0.2731,-0.2291,0.3471,0.0440,0.0555
65.393,0,-0.443,0.606,-0.606,0.945,-1.236,0.2593,-0.2593,0.2792,0.0888,0.1440,-0.0445
65.412,0,-0.433,0.546,-0.546,0.954,-1.100,0.2455,-0.2455,-0.2655,-0.0069,0.0440,-0.1445
65.432,0,-0.423,0.486,-0.486,0.876,-1.022,0.2317,-0.2317,-0.0399,0.1257,0.1440,-0.1060
65.452,0,-0.414,0.426,-0.426,0.870,-1.015,0.2179,-0.2179,-0.2529,0.3377,0.0440,-0.0060
65.472,0,-0.404,0.404,-0.404,0.798,-1.016,0.2130,-0.2130,-0.0553,0.3673,0.1440,0.0940
65.493,0,-0.395,0.395,-0.395,0.853,-0.853,0.2108,-0.2108,-0.4125,-0.1317,0.0440,-0.0060
65.512,0,-0.386,0.386,-0.386,0.664,-0.738,0.2088,-0.2088,0.3057,-0.0768,0.1440,-0.1060
65.532,0,-0.377,0.377,-0.377,0.728,-0.728,0.2067,-0.2067,-0.3703,0.1858,0.0440,-0.0210
65.552,0,-0.369,0.369,-0.369,0.653,-0.726,0.2048,-0.2048,0.0168,0.2081,0.1440,0.0034
65.572,0,-0.360,0.360,-0.360,0.653,-0.508,0.2028,-0.2028,-0.1751,-0.4560,0.0440,-0.0966
65.592,0,-0.352,0.352,-0.352,0.580,-0.435,0.2009,-0.2009,0.0448,-0.1316,0.1440,-0.1966
65.612,0,-0.344,0.344,-0.344,0.645,-0.645,0.1991,-0.1991,-0.3429,0.7054,0.0440,-0.0966
65.632,0,-0.336,0.336,-0.336,0.588,-0.661,0.1973,-0.1973,-0.0078,0.2356,0.1440,0.0034
65.652,0,-0.328,0.328,-0.328,0.581,-0.508,0.1955,-0.1955,-0.1339,-0.2748,0.0617,-0.0966
65.672,0,-0.321,0.321,-0.321,0.508,-0.508,0.1938,-0.1938,0.0703,0.1110,0.1617,-0.0828
65.692,0,-0.313,0.313,-0.313,0.508,-0.580,0.1921,-0.1921,-0.1171,0.3423,0.0750,0.0172
65.712,0,-0.306,0.306,-0.306,0.580,-0.435,0.1905,-0.1905,-0.3449,-0.2862,-0.0250,-0.0828
65.732,0,-0.299,0.299,-0.299,0.363,-0.435,0.1888,-0.1888,0.5049,0.0827,0.0750,-0.1062
65.752,0,0.294,0.239,-0.239,0.359,-0.359,0.1750,-0.1750,-0.0606,-0.1209,0.1145,-0.2062
65.772,0,0.287,0.179,-0.179,0.367,-0.514,0.1612,-0.1612,-0.1332,0.5881,0.0280,-0.1062
65.792,0,0.281,0.119,-0.119,0.218,-0.508,0.1474,-0.1474,0.3139,0.2188,0.1280,-0.0062
65.812,0,0.274,0.059,-0.059,0.290,-0.435,0.1336,-0.1336,-0.3199,0.0443,0.0280,-0.0893
65.832,0,0.854,-0.001,0.001,0.217,-0.361,-0.1202,0.1202,0.0531,0.0321,-0.0671,0.0107
65.852,0,0.835,-0.061,0.061,0.073,-0.364,-0.1340,0.1340,0.2799,0.2612,0.0329,0.1107
65.872,0,0.816,-0.121,0.121,0.000,-0.073,-0.1478,0.1478,0.1096,-0.6124,-0.0382,0.0107
65.892,0,1.173,-0.181,0.181,0.000,0.000,-0.1616,0.1616,-0.1084,-0.0730,-0.1382,0.0886
65.912,0,1.146,-0.241,0.241,-0.073,0.000,-0.1754,0.1754,0.0813,0.1444,-0.0941,0.1886
65.932,0,1.120,-0.301,0.301,-0.218,0.218,-0.1892,0.1892,0.3127,-0.4943,0.0059,0.0886
65.952,0,1.094,-0.361,0.361,-0.073,0.290,-0.2030,0.2030,-0.5360,-0.1394,-0.0941,0.0636
65.972,0,1.069,-0.421,0.421,-0.072,0.145,-0.2168,0.2168,-0.2093,0.5294,-0.1941,0.1636
65.992,0,1.173,-0.481,0.481,-0.218,0.290,-0.2306,0.2306,0.2049,-0.2487,-0.0941,0.0636
66.012,0,1.146,-0.541,0.541,-0.145,0.290,-0.2444,0.2444,-0.4193,0.1517,-0.1941,0.1636
66.032,0,1.120,-0.601,0.601,-0.290,0.363,-0.2582,0.2582,0.1779,-0.0411,-0.0941,0.2171
66.052,0,1.094,-0.661,0.661,-0.291,0.510,-0.2720,0.2720,-0.2189,-0.2771,-0.1941,0.1171
66.072,0,1.173,-0.721,0.721,-0.506,0.506,-0.2858,0.2858,0.4071,0.1394,-0.0941,0.2171
66.092,0,1.146,-0.781,0.781,-0.437,0.655,-0.2996,0.2996,-0.3791,-0.2978,-0.1941,0.1171
66.112,0,1.120,-0.841,0.841,-0.580,0.653,-0.3134,0.3134,0.2030,0.1180,-0.1104,0.2171
66.132,0,1.094,-0.901,0.901,-0.653,0.725,-0.3272,0.3272,0.0325,-0.0760,-0.2104,0.2511
66.153,0,1.173,-0.961,0.961,-0.703,0.914,-0.3410,0.3410,-0.0282,-0.4440,-0.3104,0.1511
66.172,0,1.146,-1.021,1.021,-0.890,1.038,-0.3548,0.3548,0.3867,-0.3192,-0.2104,0.0511
66.192,0,1.120,-1.081,1.081,-1.023,1.022,-0.3686,0.3686,0.3001,0.0731,-0.1104,0.1511
66.212,0,1.094,-1.094,1.094,-1.017,0.945,-0.3716,0.3716,-0.0624,0.2831,-0.2104,0.2511
66.233,0,1.069,-1.069,1.069,-1.065,0.994,-0.3659,0.3659,0.1193,-0.0788,-0.2466,0.2871
66.252,0,1.173,-1.129,1.129,-1.181,1.107,-0.3797,0.3797,0.3201,-0.2695,-0.1466,0.1871
66.272,0,1.146,-1.146,1.146,-1.240,1.167,-0.3835,0.3835,0.2043,-0.1621,-0.1793,0.2215
66.292,0,1.120,-1.120,1.120,-1.306,1.161,-0.3775,0.3775,0.2758,-0.0084,-0.1017,0.3215
66.313,0,1.173,-1.173,1.173,-1.331,1.261,-0.3897,0.3897,0.1586,-0.3043,-0.2017,0.2215
66.333,0,1.146,-1.146,1.146,-1.323,1.470,-0.3835,0.3835,0.0855,-0.7163,-0.2980,0.1215
66.352,0,1.120,-1.120,1.120,-1.389,1.389,-0.3775,0.3775,0.3279,0.0396,-0.1980,0.2215
66.372,0,1.094,-1.094,1.094,-1.529,1.456,-0.3716,0.3716,0.6112,-0.3855,-0.0980,0.1215
66.392,0,1.173,-1.154,1.154,-1.442,1.442,-0.3854,0.3854,-0.0455,-0.1364,-0.1980,0.2215
66.412,0,1.146,-1.146,1.146,-1.476,1.403,-0.3835,0.3835,0.2839,-0.0554,-0.0996,0.3215
66.432,0,1.120,-1.120,1.120,-1.523,1.523,-0.3775,0.3775,0.3596,-0.5437,-0.0179,0.2215
66.452,0,1.094,-1.094,1.094,-1.451,1.596,-0.3716,0.3716,0.0329,-0.4829,-0.1179,0.1215
66.473,0,1.069,-1.069,1.069,-1.415,1.556,-0.3659,0.3659,0.1180,-0.1940,-0.2179,0.1719
66.493,0,1.173,-1.129,1.129,-1.452,1.524,-0.3797,0.3797,0.2853,-0.1567,-0.1179,0.2230
66.512,0,1.146,-1.146,1.146,-1.541,1.541,-0.3835,0.3835,0.4604,-0.2785,-0.0179,0.1230
66.532,0,1.120,-1.120,1.120,-1.467,1.613,-0.3775,0.3775,0.0223,-0.4771,-0.1179,0.0230
66.552,0,1.173,-1.173,1.173,-1.450,1.450,-0.3897,0.3897,0.1252,0.2414,-0.2179,0.1230
66.572,0,1.146,-1.146,1.146,-1.528,1.383,-0.3835,0.3835,0.4247,0.0266,-0.1179,0.2230
66.592,0,1.120,-1.120,1.120,-1.451,1.451,-0.3775,0.3775,0.0058,-0.3695,-0.2179,0.1230
66.613,0,1.094,-1.094,1.094,-1.473,1.402,-0.3716,0.3716,0.2811,-0.0639,-0.1179,0.2230
66.633,0,1.069,-1.069,1.069,-1.469,1.394,-0.3659,0.3659,0.2298,-0.1740,-0.1361,0.1919
66.652,0,1.173,-1.129,1.129,-1.396,1.397,-0.3797,0.3797,-0.0229,-0.1669,-0.2361,0.2128
66.672,0,1.146,-1.146,1.146,-1.454,1.308,-0.3835,0.3835,0.3305,0.1231,-0.1361,0.3128
66.692,0,1.120,-1.120,1.120,-1.462,1.389,-0.3775,0.3775,0.2275,-0.3645,-0.1500,0.2128
66.712,1,1.094,-1.060,1.180,-1.374,1.446,-0.3637,0.3913,-0.0333,-0.3017,-0.2500,0.1128
66.732,1,1.069,-1.000,1.240,-1.382,1.455,-0.3499,0.4051,0.2508,-0.1510,-0.1500,0.2128
66.753,1,1.045,-0.940,1.300,-1.486,1.345,-0.3361,0.4189,0.5883,0.2475,-0.0500,0.3128
66.772,1,1.021,-0.880,1.360,-1.317,1.390,-0.3223,0.4327,-0.1625,-0.1296,-0.1500,0.3031
66.792,1,0.997,-0.820,1.420,-1.387,1.387,-0.3085,0.4465,0.5156,0.0272,-0.0500,0.4031
66.812,1,0.975,-0.760,1.480,-1.247,1.541,-0.2947,0.4603,-0.0562,-0.4214,-0.1500,0.3031
66.832,1,0.952,-0.700,1.540,-1.306,1.596,-0.2809,0.4741,0.5098,-0.1716,-0.0500,0.3025
66.852,1,0.931,-0.640,1.600,-1.233,1.668,-0.2671,0.4879,0.1745,-0.2227,-0.0926,0.2653
66.873,1,0.909,-0.580,1.660,-1.130,1.695,-0.2533,0.5017,0.0734,-0.0893,-0.1799,0.3653
66.893,1,0.889,-0.520,1.720,-1.171,1.684,-0.2395,0.5155,0.4941,0.0501,-0.0799,0.4653
66.912,1,0.868,-0.460,1.780,-1.092,1.893,-0.2257,0.5293,0.1810,-0.5901,-0.0447,0.3653
66.932,1,0.849,-0.400,1.840,-1.030,1.913,-0.2119,0.5431,0.2236,-0.0952,0.0117,0.4479
66.952,1,0.829,-0.340,1.900,-1.016,1.959,-0.1981,0.5569,0.3688,-0.1485,0.1117,0.4084
66.972,1,0.810,-0.280,1.960,-0.725,1.959,-0.1843,0.5707,-0.4577,0.0004,0.0117,0.5084
66.992,1,0.792,-0.220,2.020,-0.580,2.031,-0.1705,0.5845,-0.1469,-0.1863,-0.0883,0.4084
67.013,1,0.774,-0.160,2.080,-0.568,2.128,-0.1567,0.5983,0.2131,-0.2734,0.0117,0.3249
67.032,1,0.756,-0.100,2.140,-0.586,2.051,-0.1429,0.6121,0.3380,0.2465,0.1117,0.4249
67.052,1,0.739,-0.040,2.200,-0.294,2.058,-0.1291,0.6259,-0.5773,0.0670,0.0117,0.5249
67.072,1,0.722,0.020,2.260,-0.218,2.104,0.1247,0.6397,-0.0482,-0.0206,0.0765,0.6191
67.092,1,0.705,0.080,2.320,-0.073,2.177,0.1385,0.6535,-0.2709,-0.0962,-0.0235,0.5573
67.113,1,0.689,0.140,2.380,-0.071,2.333,0.1523,0.6673,0.1220,-0.3628,0.0765,0.4573
67.132,1,0.673,0.200,2.440,0.000,2.286,0.1661,0.6811,-0.0565,0.2081,0.1096,0.5573
67.152,1,0.658,0.260,2.458,0.073,2.345,0.1799,0.6854,-0.0709,-0.0781,0.1089,0.6073
67.172,1,0.643,0.320,2.443,0.217,2.392,0.1937,0.6819,-0.2987,-0.0862,0.0089,0.5957
67.192,1,0.628,0.380,2.428,0.214,2.501,0.2075,0.6785,0.1074,-0.3161,0.1089,0.4957
67.213,1,0.614,0.440,2.414,0.144,2.517,0.2213,0.6752,0.3542,-0.1018,0.2089,0.5734
67.232,1,0.600,0.500,2.400,0.293,2.488,0.2351,0.6720,-0.2476,0.0198,0.1089,0.6734
67.252,1,0.586,0.560,2.386,0.438,2.557,0.2489,0.6688,-0.2911,-0.2767,0.0089,0.5734
67.272,1,0.573,0.620,2.373,0.293,2.562,0.2627,0.6658,0.5604,-0.1264,0.1089,0.5393
67.292,1,0.560,0.680,2.360,0.290,2.684,0.2765,0.6628,0.2407,-0.4988,0.2089,0.4393
67.313,1,0.547,0.740,2.347,0.419,2.654,0.2903,0.6598,-0.1294,-0.1084,0.1609,0.5393
67.333,1,0.535,0.800,2.335,0.513,2.637,0.3041,0.6569,-0.0618,-0.1401,0.2423,0.5168
67.353,1,0.522,0.860,2.322,0.729,2.625,0.3179,0.6541,-0.4623,-0.1513,0.1423,0.5029
67.373,1,0.510,0.920,2.310,0.726,2.686,0.3317,0.6514,0.1248,-0.3772,0.2423,0.4029
67.393,1,0.499,0.980,2.299,0.802,2.696,0.3455,0.6487,-0.0820,-0.2642,0.2635,0.3845
67.412,1,0.487,1.040,2.287,0.948,2.626,0.3593,0.6461,-0.3108,-0.0263,0.1635,0.4845
67.432,1,0.476,1.100,2.276,1.022,2.629,0.3731,0.6435,-0.1383,-0.2189,0.2348,0.4247
67.452,1,0.465,1.160,2.265,1.023,2.630,0.3869,0.6410,0.0815,-0.2216,0.3348,0.4194
67.472,1,0.455,1.220,2.255,1.157,2.675,0.4007,0.6386,-0.2969,-0.3646,0.2348,0.3194
67.492,1,0.444,1.280,2.244,1.383,2.693,0.4145,0.6362,-0.6270,-0.3149,0.1348,0.3213
67.513,1,0.434,1.340,2.234,1.317,2.634,0.4283,0.6339,0.1786,-0.0928,0.2348,0.4213
67.533,1,0.424,1.376,2.224,1.394,2.569,0.4364,0.6316,-0.2046,-0.0427,0.2318,0.5213
67.553,1,0.415,1.385,2.215,1.385,2.625,0.4386,0.6294,0.0233,-0.3861,0.3318,0.4213
67.573,1,0.405,1.395,2.205,1.393,2.713,0.4408,0.6272,-0.0187,-0.5251,0.4221,0.3213
67.593,1,0.982,1.335,2.265,1.508,2.657,0.4270,0.6410,-0.3909,-0.0945,0.3221,0.4213
67.614,1,0.960,1.275,2.325,1.704,2.659,0.4132,0.6548,-0.7485,-0.2056,0.2221,0.4492
67.635,1,0.938,1.215,2.385,1.728,2.627,0.3994,0.6686,-0.3671,-0.0642,0.1221,0.5492
